Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Catholic,2,661,Our Lady of the Sacred Heart Primary,Primary,O,32 Jeffrey Street ,ELMORE,VIC,3558,32 Jeffrey Street,Elmore,VIC,3558,(035) 432-6254,262,Greater Bendigo (C),144.615615,-36.493024
Catholic,2,672,St Joseph's School,Primary,O,6 Priory Lane ,BEECHWORTH,VIC,3747,PO Box 209,Beechworth,VIC,3747,(035) 728-1243,335,Indigo (S),146.682811,-36.360065
Catholic,2,684,St Joseph's School,Primary,O,67 Read Street ,COLERAINE,VIC,3315,PO Box 17,Coleraine,VIC,3315,(035) 575-2131,626,Southern Grampians (S),141.694727,-37.605385
Catholic,2,690,Mercy Regional College,Secondary,O,Henderson Street ,CAMPERDOWN,VIC,3260,PO Box 152,Camperdown,VIC,3260,(035) 593-2011,183,Corangamite (S),143.139564,-38.235001
Catholic,2,691,St Patrick's School,Primary,O,Dimora Avenue ,CAMPERDOWN,VIC,3260,Dimora Avenue,Camperdown,VIC,3260,(035) 593-1962,183,Corangamite (S),143.138999,-38.235033
Catholic,2,707,St Columba's College,Secondary,O,2 Leslie Road ,ESSENDON,VIC,3040,PO Box 89,Essendon,VIC,3040,(039) 337-5311,506,Moonee Valley (C),144.91429,-37.757202
Catholic,2,715,St Michael's School,Primary,O,29 Smith Street ,DAYLESFORD,VIC,3460,PO Box 561,Daylesford,VIC,3460,(035) 348-1261,291,Hepburn (S),144.151361,-37.337239
Catholic,2,724,St Mary's School,Primary,O,Hillier Lane ,HAMILTON,VIC,3300,Hillier Lane,Hamilton,VIC,3300,(035) 551-9000,626,Southern Grampians (S),142.0509125,-37.74114026
Catholic,2,726,St Kilian's School,Primary,O,Havelock Street ,BENDIGO,VIC,3550,Havelock Street,Bendigo,VIC,3550,(035) 443-4071,262,Greater Bendigo (C),144.284209,-36.754579
Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,301 Cotham Road ,KEW,VIC,3101,301 Cotham Road,Kew,VIC,3101,(038) 862-1000,111,Boroondara (C),145.055783,-37.808973
Catholic,2,753,St Augustine's School,Primary,O,Osburn Street ,WODONGA,VIC,3690,Osburn Street,Wodonga,VIC,3690,(026) 024-2711,717,Wodonga (C),146.889224,-36.117019
Catholic,2,782,St Patrick's School,Primary,O,55 Patrick Street ,STAWELL,VIC,3380,PO Box 856,Stawell,VIC,3380,(035) 358-2493,581,Northern Grampians (S),142.7872617,-37.05935196
Independent,2,818,St Michael's Grammar School,Pri/Sec,O,25 - 27 Chapel Street ,ST KILDA,VIC,3182,25 - 27 Chapel Street,St Kilda,VIC,3182,(038) 530-3200,590,Port Phillip (C),144.991548,-37.859549
Catholic,2,836,St Patrick's School,Primary,O,16 Childers Street ,MENTONE,VIC,3194,16 Childers Street,Mentone,VIC,3194,(039) 583-5033,343,Kingston (C),145.070159,-37.983569
Catholic,2,840,St Thomas' School,Primary,O,1 Lyons Street ,TERANG,VIC,3264,PO Box 123,Terang,VIC,3264,(035) 592-1925,183,Corangamite (S),142.909961,-38.239799
Catholic,2,841,St Joseph's School,Primary,O,167 Burke Street ,WARRAGUL,VIC,3820,PO Box 365,Warragul,VIC,3820,(035) 623-2943,83,Baw Baw (S),145.912024,-38.158609
Catholic,2,848,St Joseph's School,Primary,O,Gladstone Street ,QUARRY HILL,VIC,3550,Gladstone Street,Quarry Hill,VIC,3550,(035) 443-2108,262,Greater Bendigo (C),144.2783507,-36.76941637
Independent,2,879,Firbank Grammar School,Pri/Sec,O,51 Outer Crescent ,BRIGHTON,VIC,3186,51 Outer Crescent,Brighton,VIC,3186,(039) 591-5188,91,Bayside (C),144.996936,-37.906118
Catholic,2,909,St John's School,Primary,O,55 Cape Street ,HEIDELBERG,VIC,3084,55 Cape Street,Heidelberg,VIC,3084,(039) 459-2963,66,Banyule (C),145.066548,-37.757641
Catholic,2,914,Our Lady of Mercy College,Secondary,O,52 Cape Street ,HEIDELBERG,VIC,3084,PO Box 293,Heidelberg,VIC,3084,(039) 459-2511,66,Banyule (C),145.067586,-37.75793
Catholic,2,915,St Joseph's School,Primary,O,185 Hope Street ,BRUNSWICK WEST,VIC,3055,185 Hope Street,Brunswick West,VIC,3055,(039) 385-9800,525,Moreland (C),144.942984,-37.762289
Catholic,2,923,St Brigid's School,Primary,O,129 Albert Street ,MORDIALLOC,VIC,3195,PO Box 5442,Mordialloc,VIC,3195,(039) 580-4518,343,Kingston (C),145.091778,-38.00804
Catholic,2,924,St Columba's School,Primary,O,306 Howard Street ,BALLARAT NORTH,VIC,3350,306 Howard Street,Ballarat North,VIC,3350,(035) 332-4894,57,Ballarat (C),143.860072,-37.545906
Independent,2,928,Ballarat Grammar,Pri/Sec,O,201 Forest Street ,WENDOUREE,VIC,3355,201 Forest Street,Wendouree,VIC,3355,(035) 338-0700,57,Ballarat (C),143.83083,-37.539237
Catholic,2,931,Our Lady Help of Christians School,Primary,O,26 Miller Street ,BRUNSWICK EAST,VIC,3057,26 Miller Street,Brunswick East,VIC,3057,(039) 380-5050,525,Moreland (C),144.977856,-37.776342
Catholic,2,932,St Anthony's School,Primary,O,172 Neerim Road ,GLEN HUNTLY,VIC,3163,172 Neerim Road,Glen Huntly,VIC,3163,(039) 563-6780,231,Glen Eira (C),145.047103,-37.886893
Catholic,2,935,St Mary's School,Primary,O,20-24 New Street ,DANDENONG,VIC,3175,20-24 New Street,Dandenong,VIC,3175,(039) 791-7650,267,Greater Dandenong (C),145.220836,-37.990671
Catholic,2,937,Sacred Heart School,Primary,O,11 Fernhill Road Nth ,SANDRINGHAM,VIC,3191,11 Fernhill Road Nth,Sandringham,VIC,3191,(039) 598-9322,91,Bayside (C),145.008552,-37.951476
Catholic,2,950,St Joseph's School,Primary,O,94 Korumburra Road ,WONTHAGGI,VIC,3995,PO Box 182,Wonthaggi,VIC,3995,(035) 672-1052,74,Bass Coast (S),145.603409,-38.600863
Catholic,2,954,St Mary's School,Primary,O,74 Roseberry Street ,ASCOT VALE,VIC,3032,74 Roseberry Street,Ascot Vale,VIC,3032,(039) 370-1194,506,Moonee Valley (C),144.911269,-37.773836
Catholic,2,955,St Joseph's School,Primary,O,Nolan Street ,KERANG,VIC,3579,PO Box 461,Kerang,VIC,3579,(035) 452-1426,225,Gannawarra (S),143.9178066,-35.72545537
Catholic,2,956,De La Salle College,Pri/Sec,O,1318 High Street ,MALVERN,VIC,3144,1318 High Street,Malvern,VIC,3144,(039) 508-2100,635,Stonnington (C),145.032183,-37.857677
Catholic,2,962,St Margaret Mary's School,Primary,O,47-49 Mitchell Street ,BRUNSWICK NORTH,VIC,3056,47-49 Mitchell Street,Brunswick North,VIC,3056,(039) 383-6699,525,Moreland (C),144.96825,-37.758632
Independent,2,971,The Hamilton and Alexandra College,Pri/Sec,O,1 Chaucer Street ,HAMILTON,VIC,3300,PO Box 286,Hamilton,VIC,3300,(035) 572-1355,626,Southern Grampians (S),142.024214,-37.737198
Catholic,2,981,St Francis Xavier School,Primary,O,Fortune Street ,BALLARAT EAST,VIC,3350,PO Box 2027 Ballarat Mail Centre,Ballarat,VIC,3354,(035) 331-6311,57,Ballarat (C),143.902992,-37.561608
Catholic,2,991,St Laurence O'Toole School,Primary,O,33-35 Ogilvy Street ,LEONGATHA,VIC,3953,Private Bag 9,Leongatha,VIC,3953,(035) 662-2192,617,South Gippsland (S),145.954298,-38.47894
Catholic,2,999,St Joseph's School,Primary,O,1-3 Bridge Street ,KORUMBURRA,VIC,3950,1-3 Bridge Street,Korumburra,VIC,3950,(035) 655-2040,617,South Gippsland (S),145.8223161,-38.43604262
Independent,2,1003,Westbourne Grammar School,Primary,O,67 The Strand ,NEWPORT,VIC,3015,PO Box 37,Werribee,VIC,3030,(039) 731-9555,311,Hobsons Bay (C),144.894928,-37.850191
Independent,2,1004,Ivanhoe Grammar School,Pri/Sec,O,The Ridgeway ,IVANHOE,VIC,3079,PO Box 91,Ivanhoe,VIC,3079,(039) 490-1877,66,Banyule (C),145.044477,-37.772515
Catholic,2,1013,St Brigid's School,Primary,O,1 High Street ,HEALESVILLE,VIC,3777,PO Box 1677,Healesville,VIC,3777,(035) 962-4200,745,Yarra Ranges (S),145.5157966,-37.65867854
Catholic,2,1015,St James School,Primary,O,60 Nar Nar Goon Road ,NAR NAR GOON,VIC,3812,PO Box 207,Nar Nar Goon,VIC,3812,(035) 942-5404,145,Cardinia (S),145.5731875,-38.07303246
Independent,2,1021,Scotch College,Pri/Sec,O,1 Morrison Street ,HAWTHORN,VIC,3122,1 Morrison Street,Hawthorn,VIC,3122,(039) 810-4321,111,Boroondara (C),145.032288,-37.833922
Catholic,2,1024,St Mary's School,Primary,O,91 Manning Road ,MALVERN EAST,VIC,3145,91 Manning Road,Malvern East,VIC,3145,(039) 571-1358,635,Stonnington (C),145.052923,-37.873016
Independent,2,1025,St Leonard's College,Pri/Sec,O,163 South Rd ,BRIGHTON EAST,VIC,3187,163 South Rd,Brighton East,VIC,3187,(039) 909-9300,91,Bayside (C),145.007554,-37.928631
Catholic,2,1033,Holy Rosary School,Primary,O,37 Gower Street ,KENSINGTON,VIC,3031,PO Box 1192,Kensington,VIC,3031,(039) 376-9455,460,Melbourne (C),144.92878,-37.795584
Catholic,2,1036,St Aloysius' School,Primary,O,34 Stevens Street ,QUEENSCLIFF,VIC,3225,34 Stevens Street,Queenscliff,VIC,3225,(035) 258-1736,608,Queenscliffe (B),144.6553031,-38.26868368
Catholic,2,1041,St Anthony's School,Primary,O,52 Austin Street ,ALPHINGTON,VIC,3078,52 Austin Street,Alphington,VIC,3078,(039) 489-7936,189,Darebin (C),145.020362,-37.780069
Catholic,2,1045,St Joseph's School,Primary,O,49 Stanhope Street ,MALVERN,VIC,3144,49 Stanhope Street,Malvern,VIC,3144,(039) 509-3092,635,Stonnington (C),145.031163,-37.858069
Catholic,2,1058,St Mary's School,Primary,O,5 Buckley Street ,YARRAM,VIC,3971,5 Buckley Street,Yarram,VIC,3971,(035) 182-5659,681,Wellington (S),146.675973,-38.556897
Catholic,2,1067,Holy Rosary School,Primary,O,556 Napier Street ,WHITE HILLS,VIC,3550,556 Napier Street,White Hills,VIC,3550,(035) 448-4280,262,Greater Bendigo (C),144.310571,-36.724874
Catholic,2,1070,St Columba's School,Primary,O,24 Glenhuntly Road ,ELWOOD,VIC,3184,24 Glenhuntly Road,Elwood,VIC,3184,(039) 531-6560,590,Port Phillip (C),144.981123,-37.88253
Catholic,2,1072,Our Lady of the Rosary,Primary,O,43-47 Edgecombe Street ,KYNETON,VIC,3444,PO Box 748,Kyneton,VIC,3444,(035) 422-2056,413,Macedon Ranges (S),144.4621207,-37.25051173
Independent,2,1080,Tintern Grammar,Pri/Sec,O,90 Alexandra Road ,RINGWOOD EAST,VIC,3135,90 Alexandra Road,Ringwood East,VIC,3135,(039) 845-7777,441,Maroondah (C),145.25669,-37.815515
Catholic,2,1084,St Mary's School,Primary,O,2 Murlong Street ,SWAN HILL,VIC,3585,PO Box 727,Swan Hill,VIC,3585,(035) 033-2541,661,Swan Hill (RC),143.5455991,-35.32846453
Independent,2,1086,Toorak College,Pri/Sec,O,73 Old Mornington Road ,MT ELIZA,VIC,3930,PO Box 150,Mt Eliza,VIC,3930,(039) 788-7200,534,Mornington Peninsula (S),145.093465,-38.172264
Catholic,2,1097,St Mary's School,Primary,O,69 Marine Parade ,HASTINGS,VIC,3915,PO Box 421,Hastings,VIC,3915,(035) 979-1959,534,Mornington Peninsula (S),145.1916974,-38.30344093
Catholic,2,1099,St Brendan's School,Primary,O,727 Corangamite Lake Road ,CORAGULAC,VIC,3249,727 Corangamite Lake Road,Coragulac,VIC,3249,(035) 233-1464,175,Colac-Otway (S),143.518801,-38.270651
Catholic,2,1101,Our Lady of the Immaculate Conception School,Primary,O,32 Station Place ,SUNSHINE,VIC,3020,32 Station Place,Sunshine,VIC,3020,(039) 312-2230,118,Brimbank (C),144.835562,-37.78945
Catholic,2,1108,St Mary's School,Primary,O,2 Mansfield Street ,THORNBURY,VIC,3071,PO Box 1010,Thornbury,VIC,3071,(039) 484-5333,189,Darebin (C),145.001658,-37.75684
Catholic,2,1109,St John's School,Primary,O,263 Russell Street ,DENNINGTON,VIC,3280,263 Russell Street,Dennington,VIC,3280,(035) 562-5362,673,Warrnambool (C),142.446138,-38.3515
Independent,2,1116,St Catherine's School,Pri/Sec,O,17 Heyington Place ,TOORAK,VIC,3142,17 Heyington Place,Toorak,VIC,3142,(039) 822-1285,635,Stonnington (C),145.021269,-37.838296
Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,O,17 Leslie Road ,ESSENDON,VIC,3040,PO Box 178,Essendon,VIC,3040,(039) 325-5000,506,Moonee Valley (C),144.914974,-37.759908
Catholic,2,1122,St Brigid's College,Secondary,O,97 Robinson Street ,HORSHAM,VIC,3400,PO Box 542,Horsham,VIC,3402,(035) 382-3545,319,Horsham (RC),142.207946,-36.717313
Catholic,2,1130,St Aloysius' School,Primary,O,Cromwell Street ,CAULFIELD,VIC,3161,Cromwell Street,Caulfield,VIC,3161,(039) 532-9416,231,Glen Eira (C),145.025531,-37.87345
Catholic,2,1134,St Joan of Arc School,Primary,O,30 Dendy Street ,BRIGHTON,VIC,3186,30 Dendy Street,Brighton,VIC,3186,(039) 592-3840,91,Bayside (C),144.994149,-37.92011
Catholic,2,1136,St John's School,Primary,O,37 Anderson Street ,EUROA,VIC,3666,37 Anderson Street,Euroa,VIC,3666,(035) 795-2937,643,Strathbogie (S),145.569867,-36.75337
Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,O,163 Rachelle Road ,KEILOR EAST,VIC,3033,PO Box 417,Niddrie,VIC,3042,(039) 016-2000,506,Moonee Valley (C),144.870337,-37.732154
Catholic,2,1146,St John's School,Primary,O,34 Essex Street ,FOOTSCRAY,VIC,3011,34 Essex Street,Footscray,VIC,3011,(039) 687-3150,433,Maribyrnong (C),144.885221,-37.795825
Catholic,2,1152,St Joseph's School,Primary,O,Broadway Street ,COBRAM,VIC,3644,PO Box 900,Cobram,VIC,3644,(035) 872-1573,490,Moira (S),145.653746,-35.917069
Independent,2,1163,Shelford Girls' Grammar,Pri/Sec,O,3 Hood Crescent ,CAULFIELD,VIC,3161,3 Hood Crescent,Caulfield,VIC,3161,(039) 524-7333,231,Glen Eira (C),145.011318,-37.877908
Catholic,2,1164,Mary Immaculate School,Primary,O,9 Rockbeare Grove ,IVANHOE,VIC,3079,PO Box 290,Ivanhoe,VIC,3079,(039) 497-1827,66,Banyule (C),145.038756,-37.771941
Catholic,2,1173,St Joseph's School,Primary,O,367 High Street ,NAGAMBIE,VIC,3608,367 High Street,Nagambie,VIC,3608,(035) 794-2608,643,Strathbogie (S),145.154053,-36.78161
Catholic,2,1176,Our Lady of Lourdes School,Primary,O,7 Wynnstay Road ,PRAHRAN EAST,VIC,3181,7 Wynnstay Road,Prahran East,VIC,3181,(039) 510-6688,635,Stonnington (C),145.009457,-37.852457
Catholic,2,1177,St Joseph's School,Primary,O,4-8 Raymond Street ,ORBOST,VIC,3888,PO Box 317,Orbost,VIC,3888,(035) 154-1289,211,East Gippsland (S),148.455631,-37.709168
Independent,2,1183,Mentone Grammar School,Pri/Sec,O,63 Venice Street ,MENTONE,VIC,3194,63 Venice Street,Mentone,VIC,3194,(039) 584-4211,343,Kingston (C),145.068124,-37.987688
Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,O,123 Marshall St ,IVANHOE,VIC,3079,123 Marshall St,Ivanhoe,VIC,3079,(039) 490-6222,66,Banyule (C),145.046721,-37.765273
Catholic,2,1188,St Mary's School,Primary,O,43 O'Donnell Avenue ,MYRTLEFORD,VIC,3737,PO Box 320,Myrtleford,VIC,3737,(035) 752-1808,11,Alpine (S),146.7269257,-36.55357176
Independent,2,1189,Carey Baptist Grammar School,Pri/Sec,O,349 Barkers Road ,KEW,VIC,3101,349 Barkers Road,Kew,VIC,3101,(039) 816-1222,111,Boroondara (C),145.047817,-37.814784
Independent,2,1190,Kilvington Grammar School,Pri/Sec,O,2 Leila Road ,ORMOND,VIC,3204,PO Box 144,Ormond,VIC,3204,(039) 578-6231,231,Glen Eira (C),145.041216,-37.899519
Independent,2,1191,Haileybury College,Pri/Sec,O,855 Springvale Rd ,KEYSBOROUGH,VIC,3173,855 Springvale Rd,Keysborough,VIC,3173,(039) 213-2222,267,Greater Dandenong (C),145.14643,-37.995979
Catholic,2,1193,St Therese's School,Primary,O,25-31 Edward Street ,ESSENDON,VIC,3040,25-31 Edward Street,Essendon,VIC,3040,(039) 374-6100,506,Moonee Valley (C),144.910309,-37.751111
Catholic,2,1196,Sacred Heart School,Primary,O,5 The Parade ,YEA,VIC,3717,PO Box 100,Yea,VIC,3717,(035) 797-2723,562,Murrindindi (S),145.424612,-37.21454695
Catholic,2,1206,Our Lady of Good Counsel School,Primary,O,52 Deepdene Road ,DEEPDENE,VIC,3103,52 Deepdene Road,Deepdene,VIC,3103,(039) 817-5744,111,Boroondara (C),145.06279,-37.811081
Independent,2,1209,Strathcona Baptist Girls' Grammar,Pri/Sec,O,34 Scott Street ,CANTERBURY,VIC,3126,34 Scott Street,Canterbury,VIC,3126,(038) 779-7500,111,Boroondara (C),145.080366,-37.829176
Catholic,2,1212,St Kevin's School,Primary,O,Glen Orme Avenue ,ORMOND,VIC,3204,76 Glen Orme Avenue,Ormond,VIC,3204,(039) 578-1182,231,Glen Eira (C),145.038799,-37.904399
Independent,2,1213,Mentone Girls' Grammar School,Pri/Sec,O,11 Mentone Parade ,MENTONE,VIC,3194,PO Box 42,Mentone,VIC,3194,(039) 581-1200,343,Kingston (C),145.063465,-37.989375
Catholic,2,1217,St Joseph's School,Primary,O,362 Station Street ,CHELSEA,VIC,3196,362 Station Street,Chelsea,VIC,3196,(039) 772-8251,343,Kingston (C),145.118591,-38.055435
Independent,2,1218,Gippsland Grammar,Pri/Sec,O,417 York Street ,SALE,VIC,3850,PO Box 465,Sale,VIC,3853,(035) 143-6388,681,Wellington (S),147.064627,-38.093651
Catholic,2,1221,St Finbar's School,Primary,O,90 Centre Road ,BRIGHTON EAST,VIC,3187,90 Centre Road,Brighton East,VIC,3187,(039) 592-4479,91,Bayside (C),145.017464,-37.916284
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,10 Mandeville Crescent ,TOORAK,VIC,3142,10 Mandeville Crescent,Toorak,VIC,3142,(039) 823-8100,635,Stonnington (C),145.014892,-37.848193
Catholic,2,1229,St Dominic's School,Primary,O,145 Highfield Road ,CAMBERWELL EAST,VIC,3124,145 Highfield Road,Camberwell East,VIC,3124,(039) 836-8300,111,Boroondara (C),145.083836,-37.838918
Catholic,2,1231,St Mary's School,Primary,O,59 Holyrood Street ,HAMPTON,VIC,3188,59 Holyrood Street,Hampton,VIC,3188,(039) 521-9335,91,Bayside (C),145.000898,-37.933052
Catholic,2,1252,Holy Rosary School,Primary,O,18 Pohlman Street ,HEATHCOTE,VIC,3523,18 Pohlman Street,Heathcote,VIC,3523,(035) 433-2057,262,Greater Bendigo (C),144.701109,-36.917678
Catholic,2,1253,St Mary's School,Primary,O,45-49 King Edward Street ,COHUNA,VIC,3568,PO Box 251,Cohuna,VIC,3568,(035) 456-2062,225,Gannawarra (S),144.218544,-35.808233
Independent,2,1258,Camberwell Grammar School,Pri/Sec,O,55 Mont Albert Road ,CANTERBURY,VIC,3126,PO Box 151,Balwyn,VIC,3103,(039) 835-1777,111,Boroondara (C),145.066407,-37.816093
Catholic,2,1260,St Joseph's School,Primary,O,17 Martin Street ,CRIB POINT,VIC,3919,17 Martin Street,Crib Point,VIC,3919,(035) 983-9374,534,Mornington Peninsula (S),145.202806,-38.361465
Independent,2,1262,Brighton Grammar School,Pri/Sec,O,90 Outer Crescent ,BRIGHTON,VIC,3186,90 Outer Crescent,Brighton,VIC,3186,(038) 591-2200,91,Bayside (C),144.993524,-37.911108
Catholic,2,1265,St Fidelis' School,Primary,O,52 Saunders Street ,MORELAND,VIC,3058,52 Saunders Street,Moreland,VIC,3058,(039) 383-3600,525,Moreland (C),144.951561,-37.74984
Independent,2,1267,Huntingtower School,Pri/Sec,O,77 Waimarie Drive ,MT WAVERLEY,VIC,3149,PO Box 192,Mount Waverley,VIC,3149,(039) 807-8888,497,Monash (C),145.136288,-37.876741
Catholic,2,1272,St Francis Xavier's School,Primary,O,1087 Whitehorse Road ,BOX HILL,VIC,3128,1087 Whitehorse Road,Box Hill,VIC,3128,(039) 890-1108,698,Whitehorse (C),145.131493,-37.818494
Catholic,2,1273,St Mary's School,Primary,O,95A Railway Street ,ALTONA,VIC,3018,PO Box 63,Altona,VIC,3018,(039) 398-4842,311,Hobsons Bay (C),144.828375,-37.866658
Catholic,2,1275,Our Lady Help of Christians School,Primary,O,1-13 Henry Street ,ELTHAM,VIC,3095,1-13 Henry Street,Eltham,VIC,3095,(039) 439-7824,571,Nillumbik (S),145.147912,-37.716123
Catholic,2,1277,Our Lady of the Sacred Heart School,Primary,O,18 Box Street ,MERBEIN,VIC,3505,PO Box 416,Merbein,VIC,3505,(035) 025-2258,478,Mildura (RC),142.053086,-34.166857
Catholic,2,1280,St Francis Xavier School,Primary,O,8 Park Street ,FRANKSTON,VIC,3199,PO Box 5159,Frankston South,VIC,3199,(039) 783-3424,217,Frankston (C),145.1262013,-38.14879945
Catholic,2,1287,Our Lady of Sion College,Secondary,O,1065 Whitehorse Road ,BOX HILL,VIC,3128,PO Box 254,Kerrimuir,VIC,3129,(039) 890-9097,698,Whitehorse (C),145.129918,-37.818348
Catholic,2,1289,St Gabriel's School,Primary,O,237 Spring Street ,RESERVOIR,VIC,3073,237 Spring Street,Reservoir,VIC,3073,(039) 469-3513,189,Darebin (C),145.005121,-37.718019
Catholic,2,1291,St Paul's School,Primary,O,122 Jasper Road ,BENTLEIGH,VIC,3204,122 Jasper Road,Bentleigh,VIC,3204,(039) 557-7130,231,Glen Eira (C),145.041466,-37.922826
Catholic,2,1292,St Joseph's School,Primary,O,544 Balcombe Road ,BLACK ROCK,VIC,3193,544 Balcombe Road,Black Rock,VIC,3193,(039) 589-4685,91,Bayside (C),145.023164,-37.975915
Catholic,2,1299,Salesian College,Secondary,O,Rupertswood 1 Macedon Street,SUNBURY,VIC,3429,Rupertswood1 Macedon Street,Sunbury,VIC,3429,(039) 744-0000,327,Hume (C),144.73903,-37.572644
Catholic,2,1301,St Patrick's School,Primary,O,2 Merrick Street ,STRATFORD,VIC,3862,2 Merrick Street,Stratford,VIC,3862,(035) 145-6463,681,Wellington (S),147.077678,-37.96726
Independent,2,1304,Kingswood College,Pri/Sec,O,355 Station Street ,BOX HILL,VIC,3128,355 Station Street,Box Hill,VIC,3128,(039) 896-1700,698,Whitehorse (C),145.118628,-37.832777
Catholic,2,1309,St Joseph's School,Primary,O,58 Waterloo Road ,TRAFALGAR,VIC,3824,Private Bag 3,Trafalgar,VIC,3824,(035) 633-1151,83,Baw Baw (S),146.152194,-38.20721
Catholic,2,1310,St Patrick's School,Primary,O,3 Dalny Road ,MURRUMBEENA,VIC,3163,3 Dalny Road,Murrumbeena,VIC,3163,(039) 569-7487,231,Glen Eira (C),145.065265,-37.901775
Catholic,2,1311,St Roch's School,Primary,O,Glenvale Road ,GLEN IRIS,VIC,3146,Glenvale Road,Glen Iris,VIC,3146,(039) 885-7704,635,Stonnington (C),145.052313,-37.857364
Catholic,2,1312,Holy Eucharist School,Primary,O,1241 Dandenong Road ,MALVERN EAST,VIC,3145,1241 Dandenong Road,Malvern East,VIC,3145,(039) 571-8007,635,Stonnington (C),145.069593,-37.884254
Independent,2,1316,St Margaret's School,Pri/Sec,O,27-47 Gloucester Ave ,BERWICK,VIC,3806,PO Box 138,Berwick,VIC,3806,(039) 703-8111,161,Casey (C),145.346545,-38.035346
Independent,2,1322,Camberwell Girls Grammar School,Pri/Sec,O,2 Torrington Street ,CANTERBURY,VIC,3126,2 Torrington Street,Canterbury,VIC,3126,(039) 813-1166,111,Boroondara (C),145.059705,-37.818211
Catholic,2,1328,St Anne's School,Primary,O,7-19 Beresford Street ,KEW EAST,VIC,3102,7-19 Beresford Street,Kew East,VIC,3102,(039) 859-4116,111,Boroondara (C),145.049813,-37.79538
Catholic,2,1342,Our Lady of Perpetual Help School,Primary,O,2 Wilana Street ,RINGWOOD,VIC,3134,2 Wilana Street,Ringwood,VIC,3134,(039) 870-7227,441,Maroondah (C),145.232182,-37.816423
Catholic,2,1343,St Francis Xavier's School,Primary,O,90 Mayona Road ,MONTMORENCY,VIC,3094,90 Mayona Road,Montmorency,VIC,3094,(039) 435-8474,66,Banyule (C),145.1265613,-37.71600768
Catholic,2,1347,St Joseph's School,Primary,O,Constitution Hill Road ,SORRENTO,VIC,3943,Constitution Hill Road,Sorrento,VIC,3943,(035) 984-1291,534,Mornington Peninsula (S),144.741801,-38.340472
Catholic,2,1354,St Cecilia's School,Primary,O,4 Van Ness Avenue ,GLEN IRIS,VIC,3146,4 Van Ness Avenue,Glen Iris,VIC,3146,(039) 809-2142,111,Boroondara (C),145.064602,-37.850094
Catholic,2,1368,St Joseph's School,Primary,O,28 Sandham Street ,ELSTERNWICK,VIC,3185,PO Box 511,Elsternwick,VIC,3185,(039) 528-1614,231,Glen Eira (C),145.005287,-37.88251
Catholic,2,1373,St Joseph's School,Primary,O,17 Fitzroy Avenue ,RED CLIFFS,VIC,3496,17 Fitzroy Avenue,Red Cliffs,VIC,3496,(035) 024-1654,478,Mildura (RC),142.187959,-34.30235
Independent,2,1377,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,O,395 Barkers Road ,KEW,VIC,3101,P.O. Box 252,Balwyn,VIC,3103,(039) 817-6135,111,Boroondara (C),145.052212,-37.815934
Catholic,2,1383,St Peter's School,Primary,O,32 Wedge Street ,EPPING,VIC,3076,32 Wedge Street,Epping,VIC,3076,(039) 401-1157,707,Whittlesea (C),145.027548,-37.650542
Catholic,2,1386,Santa Maria College,Secondary,O,50 Separation Street ,NORTHCOTE,VIC,3070,PO Box 679,Northcote,VIC,3070,(039) 489-7644,189,Darebin (C),145.00248,-37.770356
Catholic,2,1393,Sacred Heart School,Primary,O,2 Mora Avenue ,OAKLEIGH,VIC,3166,2 Mora Avenue,Oakleigh,VIC,3166,(038) 574-4500,497,Monash (C),145.086915,-37.901835
Catholic,2,1398,St Mark's School,Primary,O,118 Argyle Street ,FAWKNER,VIC,3060,118 Argyle Street,Fawkner,VIC,3060,(039) 359-6463,525,Moreland (C),144.963618,-37.716278
Catholic,2,1406,St John the Baptist School,Primary,O,17 Forest Road ,FERNTREE GULLY,VIC,3156,17 Forest Road,Ferntree Gully,VIC,3156,(039) 758-1013,367,Knox (C),145.295174,-37.887382
Catholic,2,1407,St John's School,Primary,O,490 Whitehorse Road ,MITCHAM,VIC,3132,PO Box 115,Mitcham,VIC,3132,(039) 874-1575,698,Whitehorse (C),145.190401,-37.817445
Catholic,2,1408,St Mary's School,Primary,O,121-143 McLennan Street ,MOOROOPNA,VIC,3629,PO Box 259,Mooroopna,VIC,3629,(035) 825-2858,283,Greater Shepparton (C),145.35422,-36.39605
Catholic,2,1412,St Raphael's School,Primary,O,Cooper Street ,PRESTON WEST,VIC,3072,Cooper Street,Preston West,VIC,3072,(039) 478-8374,189,Darebin (C),144.992623,-37.734098
Catholic,2,1415,St Kevin's College,Pri/Sec,O,31 Moonga Road ,TOORAK,VIC,3142,31 Moonga Road,Toorak,VIC,3142,(039) 822-0911,635,Stonnington (C),145.0246967,-37.8353971
